name,description,img,url,children,parent
Сумки и рюкзаки для ноутбука,,,/ru/category/Sumki_i_ryukzaki_dlya_noutbuka-c8336/,[],Аксессуары к ноутбукам и ПК
Карманы и переходники,,,/ru/category/Karmani_i_perehodniki-c8331/,[],Аксессуары к ноутбукам и ПК
USB хабы,,,/ru/category/Koncentratori-c6640/,[],Аксессуары к ноутбукам и ПК
Bluetooth-адаптеры,,,/ru/category/Bluetooth-adapteri-c6790/,[],Аксессуары к ноутбукам и ПК
Чистящие средства,,,/ru/category/Chistyaschie_sredstva-c8332/,[],Аксессуары к ноутбукам и ПК
Адаптеры USB,,,/ru/category/Konvertori-c3204/,[],Аксессуары к ноутбукам и ПК
BD-Диски,,,/ru/category/BD-R_ru-c3116/,[],Аксессуары к ноутбукам и ПК
Подставки для планшетов,,,/ru/category/Podstavki-c2947/,[],Аксессуары к ноутбукам и ПК
Столики для ноутбуков,,,/ru/category/Stoliki_dlya_noutbukov-c8248/,[],Аксессуары к ноутбукам и ПК
Салфетки,,,/ru/category/Salfetki_dlya_tehniki-c3210/,[],Аксессуары к ноутбукам и ПК
Чехлы для HDD,,,/ru/category/Chehol_dlya_HDD-c2958/,[],Аксессуары к ноутбукам и ПК
Тросики с замком,,,/ru/category/Trosiki_s_zamkom-c2540/,[],Аксессуары к ноутбукам и ПК
USB вентиляторы,,,/ru/category/USB_ventilyatori-c7402/,[],Аксессуары к ноутбукам и ПК
Конверты для дисков,,,/ru/category/Konverti_dlya_diskov-c8577/,[],Аксессуары к ноутбукам и ПК
Планшеты и аксессуары,,https://video.rozetka.com.ua/img_superportal/smartfony_tv_i_elektronika/3.jpg,/ru/group/Plansheti_i_aksessuari-c6900/,[],
Планшеты,,https://video.rozetka.com.ua/img_superportal/smartfony_tv_i_elektronika/3.jpg,/ru/category/Plansheti-c4095/,[],Планшеты и аксессуары
Блоки питания для планшетов,,,/ru/category/Bloki_pitaniya-c2964/,[],Планшеты и аксессуары
Электронные книги,,,/ru/category/Vse_elektronnie_knigi-c4322/,[],Планшеты и аксессуары
Чехлы для планшетов,,,/ru/category/Vse_chehli-c944/,[],Планшеты и аксессуары
Чехлы для эл. книг,,,/ru/category/Chehli_dlya_knig-c2961/,[],Планшеты и аксессуары
Сетевое оборудование,,https://video.rozetka.com.ua/img_superportal/kompyutery_i_noutbuki/2.6.png,/ru/group/Setevoe_oborudovanie-c7403/,[],
Коммутаторы сетевые,,,/ru/category/Vse_kommutatori-c5688/,[],Сетевое оборудование
Маршрутизаторы,,,/ru/category/Marshrutizatori-c6794/,[],Сетевое оборудование
Сетевые хранилища NAS,,,/ru/category/Hranilischa_dannih_NAS-c2957/,[],Сетевое оборудование
Точки доступа Wi-Fi,,,/ru/category/Tochka_dostupa_Wi-Fi-c3360/,[],Сетевое оборудование
Адаптеры PoE,,,/ru/category/Adapteri_PoE-c3357/,[],Сетевое оборудование
Ретрансляторы,,,/ru/category/Retranslyatori-c3359/,[],Сетевое оборудование
Адаптеры Powerline,,,/ru/category/Adapteri_Powerline-c3356/,[],Сетевое оборудование
Модемы,,,/ru/category/Ethernet-c3344/,[],Сетевое оборудование
Коммутаторы KVM,,,/ru/category/Kommutatori-KVM-c3384/,[],Сетевое оборудование
Медиаконверторы,,,/ru/category/Mediakonvertori-c6797/,[],Сетевое оборудование
Файрволы,,,/ru/category/Fayrvoli-c6795/,[],Сетевое оборудование
Модули SFP,,,/ru/category/Moduli_SFP-c7405/,[],Сетевое оборудование
Сетевые карты и адаптеры,,,/ru/category/Setevie_karti_i_adapteri-c8374/,[],Сетевое оборудование
Мобильные Wi-Fi роутеры,,,/ru/category/Mobilnie_Wi-Fi_routeri-c8286/,[],Сетевое оборудование
"Модемы 4G, 3G, GSM, CDMA",,,/ru/category/Modemi_4G_3G_GSM_CDMA-c8323/,[],Сетевое оборудование
Адаптеры-переходники,,,/ru/category/Adapteri-perehodniki-c8397/,[],Сетевое оборудование
Усилители сигнала,,,/ru/category/Usiliteli_signala-c8396/,[],Сетевое оборудование
БП для сетевого оборудования,,,/ru/category/BP_dlya_setevogo_oborudovaniya-c8579/,[],Сетевое оборудование
Пассивное сетевое,, https://img9.itbox.ua/150x150/prod_img/9/U0489999.jpg ,/ru/group/Montazhnoe_oborudovanie_prokladka_seti-c848/,[],Ноутбуки и компьютеры
Патч-корды,,,/ru/category/Patch-kordi-c3373/,[],Пассивное сетевое
Кабели сетевые,,,/ru/category/Kabel_setevoy-c6867/,[],Пассивное сетевое
Коннекторы,,,/ru/category/Konnektori-c3371/,[],Пассивное сетевое
Сращиватели UTP,,,/ru/category/Sraschivatel_UTP-c3377/,[],Пассивное сетевое
Инструменты (прокладка сети),,,/ru/category/Obzhimka-c3379/,[],Пассивное сетевое
Тестеры кабельные,,,/ru/category/Testeri-c3382/,[],Пассивное сетевое
Колпачки коннекторов,,,/ru/category/Kolpachki_konnektorov-c3372/,[],Пассивное сетевое
Антенны Wi-Fi,,,/ru/category/Antenni_Wi-Fi-c6870/,[],Пассивное сетевое
Модули Keystone,,,/ru/category/Moduli_Keystone-c6869/,[],Пассивное сетевое
Наборы инструментов для сети,,,/ru/category/Nabori-c3383/,[],Пассивное сетевое
Оптические патч-корды,,,/ru/category/Opticheskie_patch-kordi-c6868/,[],Пассивное сетевое
Компьютерные розетки,,,/ru/category/Kompyuternie_rozetki-c8393/,[],Пассивное сетевое
Телефонные розетки,,,/ru/category/Telefonnie_rozetki-c8394/,[],Пассивное сетевое
Программное обеспечение,, https://img9.itbox.ua/150x150/prod_img/9/U0489999.jpg ,/ru/group/Programmnoe_obespechenie-c7281/,[],Ноутбуки и компьютеры
Операционные системы,,,/ru/category/Operacionnie_sistemi-c7283/,[],Программное обеспечение
Антивирусы,,,/ru/category/Antivirusi-c7251/,[],Программное обеспечение
Офисные приложения,,,/ru/category/Ofisnie_prilozheniya-c7284/,[],Программное обеспечение
ПО для сервера,,,/ru/category/PO_dlya_servera-c7290/,[],Программное обеспечение
Карты активации,,,/ru/category/Karti_aktivacii-c7340/,[],Программное обеспечение
Карты онлайн пополнения,,,/ru/category/Karti_onlayn_popolneniya-c7342/,[],Программное обеспечение
Серверное оборудование,, https://img9.itbox.ua/150x150/prod_img/9/U0489999.jpg ,/ru/group/Servernoe_oborudovanie-c6685/,[],Ноутбуки и компьютеры
Серверы,,,/ru/category/Servera-c6686/,[],Серверное оборудование
Патч-панели,,,/ru/category/Patch-paneli-c6691/,[],Серверное оборудование
Силовые блоки,,,/ru/category/Silovoy_blok-c6705/,[],Серверное оборудование
Серверные платформы,,,/ru/category/Platformi-c6702/,[],Серверное оборудование
Модули для шкафа,,,/ru/category/Moduli_dlya_shkafa-c7406/,[],Серверное оборудование
Вентиляторные модули,,,/ru/category/Ventilyatorniy_modul-c7142/,[],Серверное оборудование
Заглушки,,,/ru/category/Zaglushki-c6693/,[],Серверное оборудование
Серверные шкафы и стойки,,,/ru/category/Servernie_shkafi_i_stoyki-c8334/,[],Серверное оборудование
RAID контролеры,,,/ru/category/RAID_kontroleri-c6701/,[],Серверное оборудование
Бэкплейны,,,/ru/category/Bekpleyn-c8670/,[],Серверное оборудование
Серверные полки 19 дюймов,,,/ru/category/Polka_19-c7085/,[],Серверное оборудование
Кабельные организаторы,,,/ru/category/Kabelnie_organizatori-c6694/,[],Серверное оборудование
Дата картриджи,,,/ru/category/Data_kartridzhi-c8601/,[],Серверное оборудование
Корзины для серверов,,,/ru/category/Korzini_dlya_serverov-c8580/,[],Серверное оборудование
Товары для геймеров,, https://img9.itbox.ua/150x150/prod_img/9/U0489999.jpg ,/ru/group/Tovari_dlya_geymerov-c7408/,[],Ноутбуки и компьютеры
Кресла игровые,,,/ru/category/Igrovie_kresla-c6924/,[],Товары для геймеров
Игровые манипуляторы,,,/ru/category/Igrovie_manipulyatori-c8337/,[],Товары для геймеров
Игры,,,/ru/category/Igri-c8247/,[],Товары для геймеров
Защитные коврики под кресла,,,/ru/category/Zaschitnie_kovriki_pod_kresla-c8652/,[],Товары для геймеров
"Смартфоны, ТВ и электроника",,https://video.rozetka.com.ua/img_superportal/smartfony_tv_i_elektronika/1.jpg,/ru/class/Smartfoni_i_telefoni-c6413/,[],
Смартфоны и телефоны,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Mobilnie_telefoni-c6417/,[],"Смартфоны, ТВ и электроника"
Телевизоры,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Televizori-c6431/,[],"Смартфоны, ТВ и электроника"
Аудиотехника,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/group/Audiotehnika-c7413/,[],"Смартфоны, ТВ и электроника"
Наушники и гарнитуры,,,/ru/category/Vse_naushniki-c6511/,[],Аудиотехника
Акустические системы,,,/ru/category/Akusticheskie_sistemi-c6532/,[],Аудиотехника
MP3-плееры,,,/ru/category/mp3_pleera-c6781/,[],Аудиотехника
Диктофоны,,,/ru/category/Diktofoni-c6785/,[],Аудиотехника
Крепления для акустики,,,/ru/category/Krepleniya_dlya_akustiki-c3090/,[],Аудиотехника
Микрофоны,,,/ru/category/Mikrofoni-c6798/,[],Аудиотехника
Магнитолы,,,/ru/category/Magnitoli-c6789/,[],Аудиотехника
Микшерные пульты,,,/ru/category/Mikshernie_pulti-c8658/,[],Аудиотехника
Аксессуары к телевизорам,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/group/Vse_dlya_televizorov-c6444/,[],"Смартфоны, ТВ и электроника"
Мультимедийные кабели,,,/ru/category/Kabelya_multimediynie-c7032/,[],Аксессуары к телевизорам
Крепления для ТВ,,,/ru/category/Krepleniya_dlya_TV-c6433/,[],Аксессуары к телевизорам
Медиаплееры,,,/ru/category/Mediapleeri-c6434/,[],Аксессуары к телевизорам
ТВ-тюнеры,,,/ru/category/TV-tyuneri-c3305/,[],Аксессуары к телевизорам
Домашние кинотеатры,,,/ru/category/Domashnie_kinoteatri-c6788/,[],Аксессуары к телевизорам
Стойки для плазм и ЖК,,,/ru/category/Stoyki-c6986/,[],Аксессуары к телевизорам
Кронштейны для DVD,,,/ru/category/Kronshteyni_dlya_DVD-c6787/,[],Аксессуары к телевизорам
Кабели телевизионные,,,/ru/category/Kabel_televizionniy-c7021/,[],Аксессуары к телевизорам
Пульты ДУ для телевизора,,,/ru/category/Pulti_DU_dlya_televizora-c8434/,[],Аксессуары к телевизорам
Антенны,,,/ru/category/Antenni-c7412/,[],Аксессуары к телевизорам
Сплиттеры,,,/ru/category/Splittera-c6796/,[],Аксессуары к телевизорам
Видеокоммутаторы,,,/ru/category/Videokommutatori-c8590/,[],Аксессуары к телевизорам
Карти активации ТВ,,,/ru/category/Karta_aktivacii_TV-c8540/,[],Аксессуары к телевизорам
Рамки для телевизора,,,/ru/category/Ramki_dlya_televizora-c8745/,[],Аксессуары к телевизорам
Аксессуары для смартфонов,,https://i2.rozetka.ua/goods/1157174/mobile-smart-accessories_top_1157174079.jpg,/ru/class/Aksessuari-c7029/,[],
Карты памяти,,,/ru/category/Karti_pamyati-c6580/,[],Аксессуары для смартфонов
Повербанки,,,/ru/category/Universalnie_batarei-c6423/,[],Аксессуары для смартфонов
Дата кабели,,,/ru/category/Data_kabeli-c3205/,[],Аксессуары для смартфонов
Зарядки для смартфонов,,,/ru/category/Zaryadnie_ustroystva-c7223/,[],Аксессуары для смартфонов
Чехлы для мобильных,,,/ru/category/Chehli_dlya_mobilnih-c6474/,[],Аксессуары для смартфонов
Bluetooth-гарнитуры,,,/ru/category/Bluetooth-garnituri-c6420/,[],Аксессуары для смартфонов
Селфи-моноподы,,,/ru/category/Selfi-monopodi-c6477/,[],Аксессуары для смартфонов
Стыковочные станции,,,/ru/category/Stikovochnie_stancii-c887/,[],Аксессуары для смартфонов
Стилусы,,,/ru/category/Stilusi-c2946/,[],Аксессуары для смартфонов
Перчатки к сенсорным экранам,,,/ru/category/Perchatki_k_sensornim_ekranam-c7410/,[],Аксессуары для смартфонов
Адаптеры для SIM-карт,,,/ru/category/Adapter_dlya_SIM-kart-c7217/,[],Аксессуары для смартфонов
Стартовые пакеты,,,/ru/category/Startovie_paketi-c8405/,[],Аксессуары для смартфонов
Защитные пленки и стекла,,,/ru/category/Zaschitnie_plenki_i_stekla-c8375/,[],Аксессуары для смартфонов
Наборы для блогеров,,,/ru/category/Nabori_dlya_blogerov-c8741/,[],Аксессуары для смартфонов
Держатели для смартфонов,,,/ru/category/Derzhateli_dlya_smartfonov-c8596/,[],Аксессуары для смартфонов
Карточки пополнения счета,,,/ru/category/Kartochki_popolneniya_scheta-c8406/,[],Аксессуары для смартфонов
Гаджеты,,https://i2.rozetka.ua/goods/2351967/sony_9947066_images_2351967817.jpg,/ru/class/Smart-chasi_i_fitnes-brasleti-c7303/,[],
Роботы,,,/ru/category/Roboti-c7394/,[],Гаджеты
Ремешки для фитнес браслета,,,/ru/category/Remeshki_dlya_fitnes_brasleta-c7040/,[],Гаджеты
Фитнес браслеты,,,/ru/category/Fitnes_brasleti-c6572/,[],Гаджеты
Smart-часы,,,/ru/category/Smart-chasi-c6471/,[],Гаджеты
Ремешки к смарт-часам,,,/ru/category/Remeshok_k_smart-chasam-c8383/,[],Гаджеты
Квадрокоптеры,,,/ru/category/Kvadrokopteri-c7417/,[],Гаджеты
Очки для компьютера,,,/ru/category/Ochki_dlya_kompyutera-c8748/,[],Гаджеты
Поисковые системы на брелок,,,/ru/category/Poiskovie_sistemi_na_brelok-c7416/,[],Гаджеты
Аккумуляторы для дрона,,,/ru/category/Akkumulyatori_dlya_drona-c8392/,[],Гаджеты
Рюкзаки для дрона,,,/ru/category/Ryukzaki_dlya_drona-c8395/,[],Гаджеты
Пропеллеры для дрона,,,/ru/category/Propelleri_dlya_drona-c8389/,[],Гаджеты
Зар. устройства для дронов,,,/ru/category/Zar_ustroystva_dlya_dronov-c8385/,[],Гаджеты
Фотоаппараты,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Fotoapparati-c6450/,[],"Смартфоны, ТВ и электроника"
Очки виртуальной реальности,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Ochki_virtualnoy_realnosti-c6978/,[],"Смартфоны, ТВ и электроника"
Товары для вейпинга,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/group/Veyping-c7328/,[],"Смартфоны, ТВ и электроника"
Стартовые наборы,,,/ru/category/Startovie_nabori-c7338/,[],Товары для вейпинга
Все для фото,,https://content.rozetka.com.ua/goods/images/big_tile/11959892.jpg,/ru/group/Vse_dlya_fotoapparatov-c6453/,[],
Бленды к объективам,,,/ru/category/Blendi_k_obektivam-c6455/,[],Все для фото
Объективы,,,/ru/category/Obektivi-c6452/,[],Все для фото
Фотовспышки,,,/ru/category/Fotovspishki-c6454/,[],Все для фото
Цифровые фоторамки,,,/ru/category/Cifrovie_fotoramki-c8414/,[],Все для фото
Штативы,,,/ru/category/Shtativi-c6457/,[],Все для фото
Светофильтры,,,/ru/category/Svetofiltri-c6456/,[],Все для фото
Аккумуляторы для камер,,,/ru/category/Akkumulyatori-c6463/,[],Все для фото
Сумки для фото,,,/ru/category/Sumki_dlya_foto-c6467/,[],Все для фото
Стабилизаторы для камеры,,,/ru/category/Stabilizatori_dlya_kameri-c7121/,[],Все для фото
Зарядные устройства для фото,,,/ru/category/Zaryadnie_ustroystva_dlya_foto-c6464/,[],Все для фото
Фото-адаптеры,,,/ru/category/Foto-adapteri-c8585/,[],Все для фото
Пульты к фотоаппаратам,,,/ru/category/Pult_k_fotoapparatam-c7089/,[],Все для фото
Крепления для экшн-камер,,,/ru/category/Kreplenie_dlya_ekshn-kamer-c8386/,[],Все для фото
Площадки для шт.головы,,,/ru/category/Ploschadki_dlya_shtgolovi-c6460/,[],Все для фото
Очистители для оптики,,,/ru/category/Ochistiteli_dlya_optiki-c6461/,[],Все для фото
Крышки объективов,,,/ru/category/Krishka_obektiva-c7092/,[],Все для фото
Батарейные блоки,,,/ru/category/Batareynie_bloki-c7116/,[],Все для фото
Телеконверторы,,,/ru/category/Telekonvertori-c7144/,[],Все для фото
Триггеры вспышки,,,/ru/category/Trigger_vspishki-c7174/,[],Все для фото
Штативные головки,,,/ru/category/Shtativnie_golovki-c6459/,[],Все для фото
Защита экрана,,,/ru/category/Zaschita_ekrana-c7171/,[],Все для фото
Крышки байонета,,,/ru/category/Krishki_bayoneta-c6458/,[],Все для фото
Рукоятки,,,/ru/category/Rukoyatki-c7138/,[],Все для фото
Коннект-станции,,,/ru/category/Konnekt-stancii-c7165/,[],Все для фото
Экшн камеры,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Ekshn_kameri-c6571/,[],"Смартфоны, ТВ и электроника"
Видеокамеры,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Videokameri-c6451/,[],"Смартфоны, ТВ и электроника"
Камеры моментальной печати,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Kamera_momentalnoy_pechati-c8372/,[],"Смартфоны, ТВ и электроника"
Аксессуары для экшн-камеры,, https://img0.itbox.ua/150x150/prod_img/0/U0444280.jpg ,/ru/category/Aksessuari_dlya_ekshn-kameri-c8417/,[],"Смартфоны, ТВ и электроника"
Техника и товары для дома,,https://video.rozetka.com.ua/img_superportal/smartfony_tv_i_elektronika/2.jpg,/ru/class/Tehnika_i_tovari_dlya_doma-c7867/,[],
Крупная бытовая техника,, https://img8.itbox.ua/150x150/prod_img/8/U0395048.jpg ,/ru/group/Krupnaya_bitovaya_tehnika-c7871/,[],Техника и товары для дома
Вытяжки,,,/ru/category/Vityazhki-c7872/,[],Крупная бытовая техника
Стиральные машины,,,/ru/category/Stiralnie_mashini-c7873/,[],Крупная бытовая техника
Холодильники,,,/ru/category/Holodilniki-c7874/,[],Крупная бытовая техника
Морозильные камеры,,,/ru/category/Morozilnie_kameri-c7875/,[],Крупная бытовая техника
Варочные поверхности,,,/ru/category/Varochnie_poverhnosti-c7876/,[],Крупная бытовая техника
Духовые шкафы,,,/ru/category/Duhovie_shkafi-c7877/,[],Крупная бытовая техника
Плиты,,,/ru/category/Pliti-c7878/,[],Крупная бытовая техника
Посудомоечные машины,,,/ru/category/Posudomoechnie_mashini-c7879/,[],Крупная бытовая техника
Сушильные машины,,,/ru/category/Sushilnie_mashini-c7949/,[],Крупная бытовая техника
Техника для кухни,,https://video.rozetka.com.ua/img_superportal/bytovaya_tehnika_interer/1_2.jpg,/ru/group/Tehnika_dlya_kuhni-c7910/,[],
Электрочайники,,,/ru/category/Elektrochayniki-c7911/,[],Техника для кухни
Микроволновые печи,,,/ru/category/Mikrovolnovie_pechi-c7913/,[],Техника для кухни
Блендеры,,,/ru/category/Blenderi-c7914/,[],Техника для кухни
Мультиварки,,,/ru/category/Multivarki-c7915/,[],Техника для кухни
Мясорубки,,,/ru/category/Myasorubki-c7916/,[],Техника для кухни
Кухонные комбайны,,,/ru/category/Kuhonnie_kombayni-c7917/,[],Техника для кухни
Кофеварки,,,/ru/category/Kofevarki-c7918/,[],Техника для кухни
Кофемолки,,,/ru/category/Kofemolki-c7919/,[],Техника для кухни
Пароварки,,,/ru/category/Parovarki-c7920/,[],Техника для кухни
Весы кухонные,,,/ru/category/Vesi_kuhonnie-c7921/,[],Техника для кухни
Миксеры,,,/ru/category/Mikseri-c7922/,[],Техника для кухни
Соковыжималки,,,/ru/category/Sokovizhimalki-c7923/,[],Техника для кухни
Сушки для овощей и фруктов,,,/ru/category/Sushki_dlya_ovoschey_i_fruktov-c7924/,[],Техника для кухни
Хлебопечи,,,/ru/category/Hlebopechi-c7925/,[],Техника для кухни
Электропечи,,,/ru/category/Elektropechi-c7926/,[],Техника для кухни
Мультипечи,,,/ru/category/Multipechi-c7927/,[],Техника для кухни
Электрогрили,,,/ru/category/Elektrogrili-c7928/,[],Техника для кухни
Аэрогрили,,,/ru/category/Aerogrili-c7929/,[],Техника для кухни
Бутербродницы,,,/ru/category/Buterbrodnici-c7930/,[],Техника для кухни
Вафельницы,,,/ru/category/Vafelnici-c7931/,[],Техника для кухни
Блинницы,,,/ru/category/Blinnici-c7932/,[],Техника для кухни
Тостеры,,,/ru/category/Tosteri-c7933/,[],Техника для кухни
Ломтерезки,,,/ru/category/Lomterezki-c7934/,[],Техника для кухни
Йогуртницы,,,/ru/category/Yogurtnici-c7935/,[],Техника для кухни
Фритюрницы,,,/ru/category/Frityurnici-c7936/,[],Техника для кухни
Мороженицы,,,/ru/category/Morozhenici-c7937/,[],Техника для кухни
Яйцеварки,,,/ru/category/Yaycevarki-c7938/,[],Техника для кухни
Измельчители,,,/ru/category/Izmelchiteli-c7940/,[],Техника для кухни
Кулеры для воды,,,/ru/category/Kuleri_dlya_vodi-c7941/,[],Техника для кухни
Электрошашлычницы,,,/ru/category/Elektroshashlichnici-c7957/,[],Техника для кухни
Настольные плиты,,,/ru/category/Nastolnie_pliti-c7958/,[],Техника для кухни
Вакууматоры,,,/ru/category/Vakuumatori-c8569/,[],Техника для кухни
Капучинаторы,,,/ru/category/Kapuchinatori-c7977/,[],Техника для кухни
Климатическая техника,,https://video.rozetka.com.ua/img_superportal/bytovaya_tehnika_interer/2_6.png,/ru/group/Klimaticheskaya_tehnika-c7896/,[],
Обогреватели,,,/ru/category/Obogrevateli-c7897/,[],Климатическая техника
